chr	pos_start	pos_end	shared_num/methy_in_normal/methy_in_tumor/pos_num	tumor_methy_num/tumor_NONE_methy_num	tumor_methy_ratio	normal_methy_num/normal_NONE_methy_num	normal_methy_ratio	chisq.test_p-value	t.test_p-value	PlotColor
chr19	11070697	11070830	2/2/6/6	6/22	0.21	73/19	0.79	1.53e-08	5.68e-03	green2
chr19	11070697	11070830	2/2/6/6	6/22	0.21	73/19	0.79	1.53e-08	5.68e-03	green2
chr19	11593731	11593931	0/4/2/6	3/38	0.07	17/5	0.77	1.30e-08	1.33e-03	green2
chr19	12074205	12074441	3/5/3/5	151/12	0.93	31/9	0.77	4.85e-03	3.55e-02	green2
chr19	16740737	16741029	0/1/5/6	7/7	0.50	93/0	1.00	1.74e-12	0.00e+00	green2
chr19	16829885	16830103	3/5/3/5	67/3	0.96	28/9	0.76	1.78e-03	1.60e-02	green2
chr19	33071470	33071691	0/4/1/5	56/31	0.64	0/10	0.00	9.53e-05	3.61e-02	green2
chr19	39615691	39615754	3/5/3/5	187/2	0.99	55/7	0.89	1.70e-04	4.83e-03	green2
chr19	44809193	44809363	1/5/1/5	1/93	0.01	4/18	0.18	3.72e-04	2.61e-03	green2
chr19	49866575	49866628	1/5/1/5	3/155	0.02	2/11	0.15	5.53e-03	3.02e-03	green2
chr19	49866575	49866628	1/5/1/5	3/155	0.02	2/11	0.15	5.53e-03	3.02e-03	green2
chr19	50849948	50850049	6/7/6/7	137/5	0.96	56/13	0.81	1.86e-04	6.55e-04	green2
chr19	51303564	51303737	0/4/1/5	65/3	0.96	7/3	0.70	4.58e-03	9.35e-03	green2
chr19	51303564	51303737	0/4/1/5	65/3	0.96	7/3	0.70	4.58e-03	9.35e-03	green2
chr19	56443967	56444147	0/5/1/6	70/1	0.99	0/13	0.00	1.75e-18	2.76e-06	green2
chr20	277080	277129	3/5/3/5	56/6	0.90	25/12	0.68	4.51e-03	4.50e-04	green2
chr20	18448813	18448909	2/5/3/6	42/39	0.52	10/34	0.23	1.60e-03	2.04e-02	green2
chr20	18448961	18449010	3/5/3/5	85/7	0.92	40/15	0.73	1.22e-03	9.64e-03	green2
chr20	32076941	32077003	3/4/4/5	53/2	0.96	61/16	0.79	4.66e-03	4.08e-03	green2
chr20	32077443	32077675	0/5/1/6	0/59	0.00	6/16	0.27	3.06e-05	0.00e+00	green2
chr20	33542855	33542911	5/5/5/5	1/111	0.01	17/57	0.23	6.19e-07	1.93e-02	green2
chr20	39996222	39996294	2/5/2/5	59/32	0.65	8/23	0.26	1.62e-04	1.64e-02	green2
chr20	46415544	46415688	2/5/2/5	9/105	0.08	19/25	0.43	1.92e-07	2.42e-02	green2
chr20	46415544	46415688	2/5/2/5	9/105	0.08	19/25	0.43	1.92e-07	2.42e-02	green2
chr20	61669406	61669627	3/3/6/6	27/11	0.71	132/3	0.98	9.49e-08	9.23e-04	green2
chr21	34913597	34913672	0/4/2/6	40/9	0.82	14/14	0.50	3.53e-03	1.30e-02	green2
chr21	37506430	37506606	0/4/1/5	90/14	0.87	6/6	0.50	1.51e-03	3.57e-02	green2
chr21	44311838	44311981	2/8/2/8	131/3	0.98	18/5	0.78	8.53e-05	7.26e-05	green2
chr22	20073233	20073389	3/9/3/9	154/1	0.99	72/10	0.88	5.81e-05	2.22e-03	green2
chr22	23522229	23522343	0/4/2/6	39/9	0.81	0/24	0.00	6.91e-11	1.24e-04	green2
chr22	24197951	24198031	2/5/2/5	105/3	0.97	24/5	0.83	3.19e-03	2.28e-02	green2
chr22	25842566	25842709	1/5/2/6	77/2	0.97	21/8	0.72	6.86e-05	1.21e-03	green2
chr22	36785297	36785349	2/3/4/5	43/8	0.84	70/0	1.00	6.06e-04	4.18e-03	green2
chr22	37173628	37173803	4/6/4/6	127/3	0.98	41/7	0.85	1.60e-03	1.35e-02	green2
chr22	38244781	38244838	1/6/1/6	43/54	0.44	0/11	0.00	4.42e-03	1.83e-02	green2
chr22	38244781	38244838	1/6/1/6	43/54	0.44	0/11	0.00	4.42e-03	1.83e-02	green2
chr22	50052294	50052705	0/4/1/5	24/22	0.52	0/13	0.00	7.21e-04	1.38e-02	green2
