chr	pos_start	pos_end	shared_num/methy_in_normal/methy_in_tumor/pos_num	tumor_methy_num/tumor_NONE_methy_num	tumor_methy_ratio	normal_methy_num/normal_NONE_methy_num	normal_methy_ratio	chisq.test_p-value	t.test_p-value	PlotColor
chr2	133402661	133402761	6/6/6/6	100/35	0.74	95/6	0.94	6.09e-05	6.97e-03	blue
chr2	141480334	141480468	7/7/7/7	125/6	0.95	93/68	0.58	1.87e-13	2.24e-04	blue
chr2	142172772	142172873	2/5/2/5	70/3	0.96	18/5	0.78	7.64e-03	3.80e-02	blue
chr2	142178904	142179014	2/4/3/5	67/0	1.00	31/8	0.79	1.15e-04	3.29e-02	blue
chr2	148897008	148897045	3/5/3/5	70/0	1.00	28/9	0.76	1.62e-05	1.69e-09	blue
chr2	149951527	149951638	2/5/2/5	96/11	0.90	14/26	0.35	1.02e-11	4.07e-04	blue
chr2	150068619	150068666	2/5/2/5	94/1	0.99	33/5	0.87	2.38e-03	2.58e-03	blue
chr2	152318096	152318226	4/5/4/5	99/2	0.98	47/12	0.80	7.34e-05	1.54e-04	blue
chr2	152954155	152954318	5/9/5/9	66/154	0.30	3/73	0.04	3.64e-06	2.67e-03	blue
chr2	152954155	152954318	5/9/5/9	66/154	0.30	3/73	0.04	3.64e-06	2.67e-03	blue
chr2	158454174	158454357	0/3/3/6	56/8	0.88	1/60	0.02	5.74e-22	2.75e-04	blue
chr2	158454174	158454357	0/3/3/6	56/8	0.88	1/60	0.02	5.74e-22	2.75e-04	blue
chr2	160265151	160265257	3/3/5/5	58/0	1.00	55/15	0.79	1.75e-04	1.25e-02	blue
chr2	160351734	160351778	3/5/3/5	70/22	0.76	39/2	0.95	8.39e-03	3.65e-03	blue
chr2	167153473	167153567	4/4/6/6	59/4	0.94	62/17	0.78	1.14e-02	3.18e-02	blue
chr2	169003540	169003895	4/4/5/5	17/53	0.24	49/46	0.52	4.05e-04	1.18e-02	blue
chr2	170056498	170056629	2/5/2/5	105/6	0.95	28/8	0.78	2.82e-03	9.78e-04	blue
chr2	171076564	171076762	1/7/1/7	191/21	0.90	6/8	0.43	3.08e-07	1.60e-03	blue
chr2	171076862	171076936	6/6/6/6	110/29	0.79	90/5	0.95	8.83e-04	3.70e-04	blue
chr2	172730660	172730794	2/6/2/6	85/1	0.99	29/6	0.83	6.40e-04	2.58e-04	blue
chr2	172951290	172951355	0/1/6/7	6/8	0.43	3/69	0.04	1.51e-05	1.83e-03	blue
chr2	172951290	172951355	0/1/6/7	6/8	0.43	3/69	0.04	1.51e-05	1.83e-03	blue
chr2	172965816	172966128	0/4/1/5	5/67	0.07	8/7	0.53	4.55e-06	2.72e-03	blue
chr2	173422720	173422837	0/1/4/5	12/2	0.86	56/0	1.00	4.11e-03	1.62e-12	blue
chr2	173973101	173973150	3/6/3/6	56/36	0.61	37/3	0.93	2.52e-04	1.16e-02	blue
chr2	174099297	174099476	6/6/6/6	199/17	0.92	72/20	0.78	6.11e-04	3.54e-05	blue
chr2	203298354	203298499	1/6/1/6	104/1	0.99	16/3	0.84	7.56e-04	1.15e-03	blue
chr2	203510412	203510623	0/5/3/8	89/2	0.98	22/12	0.65	1.78e-07	3.22e-05	blue
chr2	203650991	203651144	0/5/1/6	74/3	0.96	12/6	0.67	1.23e-04	7.70e-04	blue
chr2	203777824	203778035	1/1/5/5	25/3	0.89	26/96	0.21	7.50e-12	3.39e-02	blue
chr2	205842254	205842314	6/6/6/6	75/15	0.83	85/1	0.99	3.48e-04	1.09e-05	blue
chr2	207068814	207068970	0/4/1/5	40/2	0.95	5/8	0.38	3.52e-06	1.22e-03	blue
chr2	210703342	210703501	1/3/3/5	35/16	0.69	45/5	0.90	8.14e-03	1.62e-02	blue
chr2	211504260	211504305	1/5/1/5	111/7	0.94	7/3	0.70	6.47e-03	3.96e-03	blue
chr2	214000540	214000632	5/6/5/6	193/4	0.98	65/10	0.87	1.63e-04	1.32e-03	blue
chr2	214502573	214502760	4/6/5/7	69/42	0.62	70/5	0.93	1.60e-06	4.93e-03	blue
chr2	215372845	215372934	5/5/6/6	66/12	0.85	81/3	0.96	9.55e-03	2.07e-02	blue
chr2	215954746	215955174	3/5/4/6	86/10	0.90	33/30	0.52	1.24e-07	1.05e-02	blue
chr2	218194885	218195038	5/5/5/5	82/11	0.88	91/1	0.99	3.02e-03	1.59e-02	blue
chr2	218240330	218240517	0/4/1/5	67/3	0.96	10/6	0.62	9.01e-05	1.87e-02	blue
chr2	218795618	218795827	0/4/1/5	5/49	0.09	14/6	0.70	1.08e-07	3.13e-03	blue
chr2	219479673	219479733	5/5/5/5	111/1	0.99	74/10	0.88	9.17e-04	3.39e-02	blue
chr2	222320065	222320320	0/2/3/5	29/2	0.94	28/27	0.51	5.92e-05	4.29e-02	blue
chr2	223555250	223555410	1/2/5/6	3/29	0.09	61/11	0.85	3.11e-13	1.89e-03	blue
chr2	225399437	225399634	0/5/1/6	98/1	0.99	9/3	0.75	2.54e-05	4.65e-04	blue
chr2	230334380	230334573	1/4/3/6	53/1	0.98	47/14	0.77	8.00e-04	1.34e-03	blue
chr2	230784872	230785069	1/6/1/6	2/110	0.02	4/19	0.17	9.40e-04	2.55e-03	blue
chr2	231263557	231263819	3/4/5/6	71/22	0.76	114/1	0.99	1.89e-07	3.28e-02	blue
chr2	231778796	231779048	1/6/1/6	68/54	0.56	2/12	0.14	3.29e-03	1.93e-02	blue
chr2	233473362	233473467	2/6/2/6	78/7	0.92	16/7	0.70	4.92e-03	3.66e-02	blue
chr2	233501705	233501867	0/1/4/5	0/11	0.00	51/12	0.81	8.67e-08	2.71e-02	blue
chr2	233501705	233501867	0/1/4/5	0/11	0.00	51/12	0.81	8.67e-08	2.71e-02	blue
chr2	235910361	235910428	4/5/4/5	96/4	0.96	67/12	0.85	9.17e-03	1.78e-02	blue
chr2	236876076	236876272	5/5/5/5	104/23	0.82	115/9	0.93	9.96e-03	1.10e-02	blue
chr2	236876076	236876272	5/5/5/5	104/23	0.82	115/9	0.93	9.96e-03	1.10e-02	blue
chr2	240025860	240025956	1/5/1/5	73/1	0.99	12/3	0.80	1.48e-03	1.80e-03	blue
chr2	240070646	240070792	1/9/1/9	156/5	0.97	13/5	0.72	1.54e-05	2.46e-05	blue
chr2	240136680	240136755	1/5/1/5	80/3	0.96	8/3	0.73	2.56e-03	1.46e-02	blue
chr2	240145964	240146072	5/5/5/5	34/34	0.50	56/21	0.73	4.88e-03	2.33e-02	blue
chr2	240230826	240230850	1/5/1/5	72/3	0.96	13/4	0.76	6.11e-03	4.78e-03	blue
chr2	240241160	240241232	1/1/5/5	19/1	0.95	32/24	0.57	1.98e-03	7.25e-03	blue
chr2	242268174	242268485	6/7/6/7	84/21	0.80	85/1	0.99	4.97e-05	4.17e-03	blue
chr2	242690265	242690398	1/5/1/5	101/0	1.00	11/3	0.79	2.43e-06	0.00e+00	blue
chr2	242701731	242701989	3/8/3/8	41/54	0.43	32/10	0.76	3.53e-04	7.11e-04	blue
chr3	6903696	6903857	0/4/1/5	0/95	0.00	4/16	0.20	9.13e-06	1.62e-12	blue
chr3	9197278	9197538	5/5/5/5	84/28	0.75	100/8	0.93	4.22e-04	4.31e-02	blue
chr3	10120131	10120373	2/8/2/8	100/12	0.89	12/12	0.50	4.62e-06	1.25e-03	blue
chr3	10184098	10184174	5/5/5/5	61/109	0.36	57/53	0.52	8.35e-03	3.29e-02	blue
chr3	10184098	10184174	5/5/5/5	61/109	0.36	57/53	0.52	8.35e-03	3.29e-02	blue
chr3	10262814	10262903	4/6/4/6	37/38	0.49	32/8	0.80	1.39e-03	7.79e-03	blue
chr3	10440594	10440899	1/5/1/5	121/12	0.91	9/9	0.50	2.41e-06	2.94e-02	blue
chr3	13876432	13876550	4/4/5/5	116/27	0.81	65/37	0.64	2.25e-03	3.09e-02	blue
chr3	20052909	20053061	2/3/4/5	48/8	0.86	78/0	1.00	5.77e-04	5.30e-03	blue
chr3	23860497	23860635	4/5/4/5	63/13	0.83	66/1	0.99	1.72e-03	3.31e-03	blue
chr3	23860497	23860635	4/5/4/5	63/13	0.83	66/1	0.99	1.72e-03	3.31e-03	blue
chr3	28455995	28456079	2/5/2/5	91/0	1.00	26/3	0.90	1.89e-03	7.68e-04	blue
chr3	38354254	38354565	0/7/1/8	109/3	0.97	10/4	0.71	6.67e-05	4.83e-04	blue
chr3	40441477	40441526	4/5/4/5	85/1	0.99	40/8	0.83	5.86e-04	8.91e-04	blue
chr3	47812461	47812557	0/3/2/5	48/0	1.00	17/4	0.81	1.84e-03	4.91e-05	blue
chr3	47854298	47854556	0/1/4/5	10/5	0.67	51/1	0.98	1.75e-04	2.11e-03	blue
chr3	47967742	47967822	5/5/5/5	111/32	0.78	110/5	0.96	4.01e-05	2.62e-04	blue
chr3	48122266	48122530	0/7/1/8	136/4	0.97	8/4	0.67	5.69e-06	1.46e-04	blue
chr3	49958513	49958735	1/5/1/5	55/3	0.95	10/7	0.59	1.23e-04	4.69e-03	blue
chr3	53135033	53135193	1/5/1/5	91/14	0.87	10/9	0.53	4.44e-04	3.94e-04	blue
chr3	54237705	54237802	2/8/2/8	120/5	0.96	10/12	0.45	8.14e-12	5.78e-06	blue
chr3	55976526	55976567	2/5/2/5	78/8	0.91	19/8	0.70	8.22e-03	7.27e-03	blue
chr3	57099227	57099326	0/4/1/5	35/21	0.62	4/15	0.21	1.78e-03	2.15e-02	blue
chr3	57099227	57099326	0/4/1/5	35/21	0.62	4/15	0.21	1.78e-03	2.15e-02	blue
chr3	57575399	57575710	0/3/2/5	56/0	1.00	18/5	0.78	3.12e-04	1.71e-03	blue
chr3	58338827	58338884	2/2/6/6	15/12	0.56	63/11	0.85	1.71e-03	2.90e-02	blue
chr3	62215232	62215523	1/3/3/5	73/0	1.00	31/8	0.79	5.93e-05	1.36e-02	blue
chr3	62657594	62657786	1/6/1/6	100/10	0.91	12/7	0.63	9.59e-04	1.58e-02	blue
chr3	64001586	64001664	4/8/4/8	159/2	0.99	41/12	0.77	4.63e-08	3.68e-06	blue
chr3	71734868	71735297	2/5/4/7	66/6	0.92	37/31	0.54	5.84e-07	2.13e-03	blue
chr3	73462789	73462998	2/6/2/6	128/17	0.88	25/17	0.60	2.10e-05	4.00e-05	blue
chr3	75827263	75827473	1/5/1/5	134/4	0.97	6/8	0.43	7.40e-13	2.98e-05	blue
chr3	75830760	75830972	4/5/4/5	86/39	0.69	41/42	0.49	4.95e-03	4.24e-02	blue
chr3	81624090	81624232	3/7/3/7	91/4	0.96	37/9	0.80	3.13e-03	3.66e-03	blue
chr3	81669568	81669719	5/5/5/5	82/14	0.85	135/6	0.96	4.99e-03	4.98e-02	blue
chr3	98560765	98560863	4/6/4/6	111/1	0.99	43/7	0.86	3.75e-04	1.42e-02	blue
chr3	109129857	109129913	3/5/3/5	85/0	1.00	32/6	0.84	1.72e-04	1.74e-02	blue
chr3	114374320	114374388	1/5/1/5	125/3	0.98	9/2	0.82	6.79e-03	1.80e-03	blue
chr3	114374320	114374388	1/5/1/5	125/3	0.98	9/2	0.82	6.79e-03	1.80e-03	blue
chr3	119298982	119299221	5/7/6/8	30/96	0.24	4/87	0.04	1.03e-04	5.51e-03	blue
chr3	122107662	122107768	0/3/2/5	38/0	1.00	29/7	0.81	4.28e-03	3.29e-02	blue
chr3	122248525	122248709	0/1/4/5	0/17	0.00	47/4	0.92	1.06e-12	9.40e-04	blue
chr3	124269692	124269738	3/3/5/5	34/7	0.83	62/1	0.98	3.78e-03	8.07e-04	blue
chr3	126431876	126432172	3/5/3/5	93/28	0.77	63/3	0.95	1.08e-03	4.78e-02	blue
chr3	127411511	127411710	6/6/6/6	90/1	0.99	52/25	0.68	2.13e-08	1.81e-04	blue
chr3	127433371	127433496	2/3/4/5	38/2	0.95	30/13	0.70	2.83e-03	6.62e-03	blue
chr3	127693494	127693612	2/5/2/5	96/0	1.00	18/5	0.78	3.05e-06	1.07e-02	blue
chr3	133174674	133175220	1/5/1/5	86/4	0.96	15/5	0.75	2.42e-03	4.21e-02	blue
chr3	134207727	134207857	5/5/7/7	117/8	0.94	61/29	0.68	7.48e-07	1.95e-02	blue
chr3	134207727	134207857	5/5/7/7	117/8	0.94	61/29	0.68	7.48e-07	1.95e-02	blue
chr3	134207727	134207857	5/5/7/7	117/8	0.94	61/29	0.68	7.48e-07	1.95e-02	blue
chr3	136562982	136563057	1/4/2/5	56/2	0.97	9/14	0.39	4.83e-09	4.59e-02	blue
chr3	136562982	136563057	1/4/2/5	56/2	0.97	9/14	0.39	4.83e-09	4.59e-02	blue
chr3	136562982	136563057	1/4/2/5	56/2	0.97	9/14	0.39	4.83e-09	4.59e-02	blue
chr3	137924170	137924264	1/5/1/5	72/2	0.97	15/6	0.71	1.65e-04	1.95e-03	blue
chr3	141601528	141601719	1/5/1/5	87/2	0.98	11/5	0.69	1.85e-05	5.24e-04	blue
chr3	148848114	148848439	0/3/2/5	20/72	0.22	15/8	0.65	5.05e-05	4.35e-02	blue
chr3	154798152	154798280	1/5/1/5	4/141	0.03	5/27	0.16	2.71e-03	2.75e-02	blue
chr3	154798152	154798280	1/5/1/5	4/141	0.03	5/27	0.16	2.71e-03	2.75e-02	blue
chr3	154798152	154798280	1/5/1/5	4/141	0.03	5/27	0.16	2.71e-03	2.75e-02	blue
chr3	158318989	158319418	0/6/2/8	112/4	0.97	21/13	0.62	1.83e-08	8.56e-03	blue
chr3	158860366	158860496	3/6/3/6	90/1	0.99	41/8	0.84	4.58e-04	1.04e-03	blue
chr3	159489970	159490063	0/4/1/5	92/2	0.98	6/7	0.46	3.03e-10	1.68e-04	blue
chr3	169670889	169670956	4/6/4/6	91/1	0.99	49/7	0.88	2.90e-03	1.37e-02	blue
chr3	170879932	170880006	1/1/5/5	9/8	0.53	96/0	1.00	3.11e-12	0.00e+00	blue
chr3	173418807	173418913	1/1/5/5	10/4	0.71	79/4	0.95	2.80e-03	2.44e-02	blue
chr3	173864604	173864935	2/5/3/6	78/0	1.00	50/6	0.89	3.10e-03	1.83e-02	blue
chr3	176870235	176870324	1/5/1/5	69/2	0.97	8/4	0.67	1.60e-04	1.07e-03	blue
chr3	185097092	185097397	3/3/5/5	37/11	0.77	65/3	0.96	2.59e-03	1.39e-02	blue
chr3	186335202	186335341	2/5/2/5	23/61	0.27	0/24	0.00	3.86e-03	1.91e-02	blue
chr3	188193615	188193669	1/1/5/5	7/5	0.58	99/6	0.94	5.29e-05	2.63e-03	blue
chr3	188917350	188917625	2/7/2/7	127/4	0.97	21/7	0.75	3.27e-05	3.64e-03	blue
chr3	192600817	192600946	3/4/4/5	74/2	0.97	57/10	0.85	8.15e-03	3.93e-02	blue
chr3	193258804	193258954	0/4/2/6	64/6	0.91	15/7	0.68	6.33e-03	1.59e-02	blue
chr3	194888041	194888117	1/6/1/6	145/4	0.97	7/3	0.70	4.58e-05	2.12e-04	blue
chr3	195536469	195536527	2/5/2/5	84/1	0.99	20/3	0.87	7.51e-03	3.41e-03	blue
chr3	195536469	195536527	2/5/2/5	84/1	0.99	20/3	0.87	7.51e-03	3.41e-03	blue
chr3	195536469	195536527	2/5/2/5	84/1	0.99	20/3	0.87	7.51e-03	3.41e-03	blue
chr3	195929148	195929247	1/5/1/5	58/12	0.83	6/8	0.43	1.34e-03	3.86e-02	blue
chr3	195929317	195929619	2/3/5/6	29/17	0.63	11/52	0.17	1.08e-06	5.31e-03	blue
chr3	196622217	196622336	6/6/6/6	101/32	0.76	117/4	0.97	2.17e-06	1.34e-03	blue
chr3	196744929	196745081	5/5/5/5	93/15	0.86	83/2	0.98	5.00e-03	4.19e-02	blue
chr3	197647905	197648073	10/10/10/10	195/3	0.98	111/66	0.63	4.46e-19	1.70e-06	blue
chr3	197648092	197648148	3/5/3/5	57/8	0.88	26/14	0.65	5.53e-03	1.31e-02	blue
chr3	197687759	197687837	1/5/1/5	0/84	0.00	2/15	0.12	1.50e-03	0.00e+00	blue
chr3	197687759	197687837	1/5/1/5	0/84	0.00	2/15	0.12	1.50e-03	0.00e+00	blue
chr3	197887141	197887397	2/13/2/13	319/42	0.88	19/12	0.61	2.70e-05	2.26e-03	blue
chr4	1067266	1067427	0/4/1/5	71/1	0.99	0/10	0.00	9.88e-18	4.08e-05	blue
chr4	1067266	1067427	0/4/1/5	71/1	0.99	0/10	0.00	9.88e-18	4.08e-05	blue
chr4	1357073	1357269	5/5/5/5	106/19	0.85	123/1	0.99	2.94e-05	2.09e-02	blue
chr4	2276556	2276911	2/6/2/6	71/3	0.96	22/7	0.76	1.96e-03	1.64e-02	blue
chr4	2281151	2281302	1/6/1/6	125/6	0.95	9/3	0.75	5.31e-03	1.81e-03	blue
chr4	2298691	2298740	5/5/5/5	51/2	0.96	22/34	0.39	2.66e-10	7.96e-05	blue
chr4	2803255	2803605	4/6/4/6	76/49	0.61	56/8	0.88	1.54e-04	2.09e-02	blue
chr4	3374739	3374870	4/9/4/9	49/101	0.33	34/7	0.83	8.74e-09	2.81e-05	blue
chr4	3374739	3374870	4/9/4/9	49/101	0.33	34/7	0.83	8.74e-09	2.81e-05	blue
chr4	5061786	5061912	0/2/3/5	15/13	0.54	44/0	1.00	5.95e-07	2.05e-04	blue
chr4	5167205	5167406	0/3/2/5	41/22	0.65	32/0	1.00	1.37e-04	1.09e-02	blue
chr4	7104104	7104356	1/8/1/8	92/59	0.61	0/15	0.00	5.96e-06	1.48e-02	blue
chr4	7623487	7623693	0/6/1/7	98/15	0.87	4/10	0.29	2.44e-07	1.71e-03	blue
chr4	7988544	7988646	3/3/5/5	30/6	0.83	63/1	0.98	4.49e-03	2.80e-02	blue
chr4	7988544	7988646	3/3/5/5	30/6	0.83	63/1	0.98	4.49e-03	2.80e-02	blue
chr4	7988544	7988646	3/3/5/5	30/6	0.83	63/1	0.98	4.49e-03	2.80e-02	blue
chr4	8008936	8009220	3/3/8/8	36/6	0.86	134/2	0.99	4.58e-04	7.10e-03	blue
chr4	8008936	8009220	3/3/8/8	36/6	0.86	134/2	0.99	4.58e-04	7.10e-03	blue
chr4	8008936	8009220	3/3/8/8	36/6	0.86	134/2	0.99	4.58e-04	7.10e-03	blue
chr4	8068238	8068374	5/5/5/5	65/15	0.81	106/5	0.95	1.51e-03	4.83e-02	blue
chr4	9891031	9891487	0/5/1/6	84/11	0.88	6/10	0.38	1.50e-06	3.87e-03	blue
chr4	16647022	16647076	1/5/1/5	90/0	1.00	13/2	0.87	4.70e-04	0.00e+00	blue
chr4	17607944	17608049	1/7/1/7	149/5	0.97	12/4	0.75	2.17e-04	5.53e-03	blue
chr4	20311507	20311675	6/10/6/10	137/35	0.80	50/42	0.54	1.63e-05	9.54e-05	blue
chr4	26599931	26600117	1/6/1/6	105/2	0.98	12/3	0.80	9.10e-04	8.86e-03	blue
chr4	39031190	39031226	1/5/1/5	91/14	0.87	6/7	0.46	3.15e-04	8.67e-03	blue
chr4	42400976	42401202	2/9/2/9	4/165	0.02	8/15	0.35	1.69e-09	1.39e-03	blue
chr4	57305463	57305654	5/7/5/7	128/30	0.81	65/2	0.97	1.67e-03	1.03e-03	blue
chr4	62563891	62564086	4/4/7/7	38/12	0.76	99/6	0.94	8.95e-04	3.92e-04	blue
chr4	62608141	62608249	0/4/1/5	67/11	0.86	0/14	0.00	2.88e-11	2.13e-03	blue
chr4	62750385	62750434	2/5/2/5	81/0	1.00	22/4	0.85	3.21e-04	1.62e-12	blue
chr4	65221238	65221312	2/5/2/5	80/8	0.91	24/21	0.53	6.85e-07	1.63e-02	blue
chr4	66438723	66438857	5/5/5/5	69/10	0.87	74/1	0.99	6.38e-03	8.53e-03	blue
chr4	71703603	71703828	0/4/1/5	53/1	0.98	5/6	0.45	2.77e-07	4.68e-04	blue
chr4	71703603	71703828	0/4/1/5	53/1	0.98	5/6	0.45	2.77e-07	4.68e-04	blue
chr4	76587499	76587695	0/4/2/6	51/10	0.84	12/14	0.46	3.46e-04	5.05e-03	blue
chr4	76587499	76587695	0/4/2/6	51/10	0.84	12/14	0.46	3.46e-04	5.05e-03	blue
chr4	83981840	83981977	0/1/5/6	11/8	0.58	73/0	1.00	6.55e-09	0.00e+00	blue
chr4	84400293	84400448	2/2/5/5	26/6	0.81	91/1	0.99	1.92e-04	1.89e-02	blue
chr4	86823859	86824048	1/3/3/5	33/9	0.79	56/0	1.00	2.78e-04	1.48e-02	blue
chr4	86823859	86824048	1/3/3/5	33/9	0.79	56/0	1.00	2.78e-04	1.48e-02	blue
chr4	92168816	92169063	1/5/1/5	64/11	0.85	3/9	0.25	3.99e-06	1.20e-02	blue
chr4	94121483	94121544	4/7/4/7	87/25	0.78	46/1	0.98	1.68e-03	1.23e-03	blue
chr4	96222507	96222637	0/1/4/5	14/2	0.88	70/0	1.00	2.76e-03	1.62e-12	blue
chr4	100138285	100138484	5/7/6/8	106/3	0.97	91/25	0.78	1.96e-05	2.21e-04	blue
chr4	104055513	104055706	0/3/3/6	48/9	0.84	23/36	0.39	5.81e-07	1.09e-02	blue
chr4	110174965	110175059	3/4/5/6	54/1	0.98	79/30	0.72	7.21e-05	1.41e-04	blue
chr4	110388253	110388350	1/4/4/7	33/16	0.67	51/3	0.94	3.99e-04	1.79e-03	blue
chr4	113742052	113742144	5/5/5/5	86/27	0.76	89/3	0.97	3.22e-05	8.56e-04	blue
chr4	141041218	141041283	6/6/6/6	256/50	0.84	61/26	0.70	4.76e-03	8.41e-04	blue
chr4	141552324	141552479	1/1/5/5	7/3	0.70	105/6	0.95	4.53e-03	1.69e-02	blue
chr4	146611290	146611439	1/5/1/5	72/2	0.97	8/11	0.42	6.07e-10	2.58e-04	blue
chr4	151150094	151150134	3/5/3/5	64/0	1.00	28/4	0.88	3.86e-03	5.34e-04	blue
chr4	151814920	151815120	0/4/1/5	88/1	0.99	11/3	0.79	2.57e-04	1.23e-03	blue
chr4	154170828	154171009	1/1/5/5	8/3	0.73	6/96	0.06	1.62e-10	9.50e-04	blue
chr4	154170828	154171009	1/1/5/5	8/3	0.73	6/96	0.06	1.62e-10	9.50e-04	blue
chr4	155262246	155262437	1/4/6/9	53/14	0.79	101/0	1.00	1.60e-06	9.88e-04	blue
chr4	155262246	155262437	1/4/6/9	53/14	0.79	101/0	1.00	1.60e-06	9.88e-04	blue
chr4	155337722	155337971	0/6/1/7	1/201	0.00	4/7	0.36	1.98e-14	4.33e-07	blue
chr4	157710850	157710944	6/6/6/6	71/14	0.84	75/2	0.97	3.12e-03	2.54e-02	blue
chr4	159483544	159483870	0/4/1/5	43/4	0.91	9/6	0.60	3.89e-03	2.17e-02	blue
chr4	163045675	163045936	2/6/2/6	118/6	0.95	27/12	0.69	6.59e-06	7.58e-03	blue
chr4	164471160	164471263	0/4/1/5	49/8	0.86	1/11	0.08	4.46e-08	6.80e-03	blue
chr4	174449162	174449777	5/8/5/8	34/116	0.23	10/107	0.09	2.03e-03	1.93e-03	blue
chr4	184232931	184232981	4/5/4/5	58/7	0.89	67/0	1.00	5.77e-03	2.15e-02	blue
chr4	185630364	185630501	1/5/1/5	82/2	0.98	13/4	0.76	7.68e-04	1.07e-02	blue
chr4	186192524	186192649	4/5/4/5	91/11	0.89	66/0	1.00	5.78e-03	2.99e-03	blue
chr4	186699524	186699671	2/3/4/5	60/2	0.97	53/17	0.76	5.81e-04	9.65e-03	blue
chr4	186699524	186699671	2/3/4/5	60/2	0.97	53/17	0.76	5.81e-04	9.65e-03	blue
chr4	186699524	186699671	2/3/4/5	60/2	0.97	53/17	0.76	5.81e-04	9.65e-03	blue
chr4	186699524	186699671	2/3/4/5	60/2	0.97	53/17	0.76	5.81e-04	9.65e-03	blue
chr4	186699524	186699671	2/3/4/5	60/2	0.97	53/17	0.76	5.81e-04	9.65e-03	blue
chr4	187092269	187092370	5/6/5/6	113/26	0.81	73/1	0.99	2.89e-04	1.76e-05	blue
chr4	189021703	189021792	3/3/5/5	30/7	0.81	55/1	0.98	3.92e-03	8.71e-03	blue
chr5	891726	891843	5/8/5/8	126/62	0.67	24/52	0.32	1.41e-07	2.00e-06	blue
chr5	1618152	1618524	0/4/3/7	22/35	0.39	31/3	0.91	8.64e-07	5.49e-03	blue
chr5	1623314	1623565	1/5/1/5	94/3	0.97	7/4	0.64	2.16e-05	3.43e-03	blue
chr5	3597771	3597872	6/6/6/6	16/90	0.15	33/66	0.33	2.22e-03	1.23e-02	blue
chr5	5229149	5229207	1/5/1/5	65/9	0.88	4/7	0.36	4.60e-05	4.36e-03	blue
chr5	10568738	10568807	1/5/1/5	64/17	0.79	2/8	0.20	8.01e-05	4.41e-02	blue
chr5	11857366	11857571	5/5/5/5	107/5	0.96	101/21	0.83	1.94e-03	2.47e-02	blue
chr5	12648275	12648470	1/4/2/5	45/32	0.58	22/1	0.96	8.68e-04	2.56e-02	blue
chr5	12758036	12758182	0/3/2/5	36/0	1.00	18/8	0.69	3.62e-04	4.73e-02	blue
chr5	14291397	14291635	6/6/8/8	164/56	0.75	134/9	0.94	3.28e-06	3.97e-04	blue
chr5	15722237	15722547	5/6/5/6	103/11	0.90	64/30	0.68	5.89e-05	5.98e-03	blue
chr5	16680974	16681164	4/4/5/5	61/1	0.98	78/15	0.84	3.61e-03	1.99e-03	blue
chr5	19599782	19599912	2/6/2/6	76/4	0.95	17/9	0.65	6.35e-05	4.14e-03	blue
chr5	36904300	36904440	0/3/3/6	31/7	0.82	61/0	1.00	5.06e-04	1.41e-02	blue
chr5	40974762	40974811	5/5/5/5	85/0	1.00	76/12	0.86	4.17e-04	1.74e-02	blue
chr5	52200406	52200500	5/5/5/5	96/4	0.96	83/20	0.81	6.71e-04	1.41e-02	blue
chr5	60712684	60712861	2/5/2/5	87/1	0.99	18/8	0.69	8.52e-07	1.61e-05	blue
chr5	64872153	64872328	1/6/1/6	88/1	0.99	11/9	0.55	8.13e-10	1.22e-05	blue
chr5	68410624	68410737	1/1/5/5	8/3	0.73	144/4	0.97	1.27e-04	5.62e-03	blue
chr5	68615465	68615862	0/3/2/5	28/6	0.82	13/14	0.48	4.70e-03	1.61e-02	blue
chr5	75508384	75508532	5/5/5/5	208/14	0.94	70/17	0.80	4.97e-04	1.07e-02	blue
chr5	79934482	79934581	3/3/5/5	68/0	1.00	71/13	0.85	6.93e-04	2.41e-02	blue
chr5	87503774	87503938	1/5/1/5	115/2	0.98	19/10	0.66	8.80e-09	5.33e-03	blue
chr5	95295896	95295965	2/5/2/5	71/4	0.95	13/9	0.59	1.66e-05	8.03e-03	blue
chr5	108700106	108700196	7/9/7/9	132/6	0.96	55/21	0.72	9.15e-07	2.91e-05	blue
chr5	112881627	112881688	1/2/6/7	19/5	0.79	65/1	0.98	1.16e-03	6.34e-04	blue
chr5	122314837	122315028	5/5/5/5	99/0	1.00	84/11	0.88	4.90e-04	2.54e-03	blue
chr5	122435291	122435314	5/5/5/5	0/51	0.00	8/49	0.14	5.43e-03	2.17e-03	blue
chr5	125703537	125703734	1/7/2/8	108/1	0.99	21/4	0.84	3.32e-04	9.58e-06	blue
chr5	125917378	125917584	2/6/2/6	84/1	0.99	21/4	0.84	1.76e-03	2.56e-04	blue
chr5	125930229	125930461	0/2/5/7	9/15	0.38	1/58	0.02	5.54e-06	1.27e-02	blue
chr5	129049968	129049984	5/5/5/5	68/13	0.84	111/2	0.98	2.41e-04	4.64e-03	blue
chr5	130968945	130969251	3/7/3/7	148/9	0.94	36/10	0.78	1.05e-03	2.45e-02	blue
chr5	131132434	131132498	0/5/1/6	0/88	0.00	6/6	0.50	7.83e-12	0.00e+00	blue
chr5	131775708	131776018	4/5/4/5	96/13	0.88	83/0	1.00	1.12e-03	3.92e-02	blue
chr5	132281474	132281644	1/4/2/5	51/3	0.94	11/16	0.41	7.57e-08	1.29e-02	blue
